"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5","Comp. 6","Comp. 7","Comp. 8"
"14119/105.0699mz/19.46min",0.8566,0.74199,0.73357,0.72057,0.70979,0.69926,0.68713,0.67855
"6112/568.1373mz/8.67min",0.85623,0.68888,0.7519,0.79255,0.79686,0.80354,0.80586,0.79606
"5506/538.1268mz/6.90min",0.8558,0.70476,0.72773,0.73863,0.73471,0.73239,0.82689,0.82383
"3963/744.0817mz/2.98min",0.85566,0.85192,0.9381,0.93084,0.91525,0.91563,0.90853,0.89717
"5146/286.1395mz/5.75min",0.85546,0.80228,0.91945,0.90677,0.8919,0.87852,0.87557,0.89036
"5716/229.1546mz/7.93min",0.85526,0.68946,0.7609,0.74615,0.80569,0.79894,0.80065,0.79004
"11708/483.2221mz/15.17min",0.85447,1.2849,1.2108,1.1884,1.1702,1.1512,1.1301,1.1151
"14429/469.2793mz/20.51min",0.85383,0.77795,0.85089,0.83681,0.83031,0.83654,0.82771,0.81753
"5833/668.1717mz/8.15min",0.85382,0.71883,1.0366,1.0742,1.1099,1.0912,1.0823,1.0698
"15134/340.2479mz/22.99min",0.85348,1.2023,1.207,1.1845,1.2106,1.2042,1.2053,1.1928
"14732/799.4577mz/21.71min",0.8533,0.69481,0.6542,0.65626,0.65578,0.67265,0.68058,0.67261
"14425/325.2371mz/20.50min",0.85186,0.76094,0.84839,0.8337,0.83029,0.83952,0.82772,0.81731
"11930/483.2217mz/15.62min",0.85158,1.3582,1.2833,1.2601,1.2405,1.2199,1.1975,1.1833
"15041/317.1512mz/22.82min",0.8505,1.279,1.2915,1.2901,1.2735,1.254,1.2431,1.2273
"9198/564.3585mz/12.21min",0.85,0.8465,0.79611,0.79385,0.77997,0.78735,0.77314,0.76311
"5130/235.1441mz/5.69min",0.84962,1.3167,1.2615,1.2489,1.3854,1.3622,1.527,1.5078
"3146/121.0396mz/2.11min",0.84904,0.7651,0.75111,0.74171,0.78943,0.838,0.82891,0.8212
"11001/219.1743mz/14.12min",0.8485,1.1914,1.1801,1.1643,1.1514,1.1602,1.1819,1.1738
"18214/310.3102mz/29.43min",0.84845,0.88363,1.0473,1.0306,1.0457,1.0291,1.0129,0.99967
"14091/418.2221mz/19.45min",0.84786,0.83392,0.78458,0.76957,0.77609,0.7773,0.7632,0.75546
"11532/205.0891mz/14.96min",0.84724,0.67977,0.6427,0.64276,0.65314,0.64403,0.65663,0.65652
"8299/235.1691mz/11.31min",0.84682,1.2678,1.1937,1.1715,1.1518,1.1336,1.1128,1.0986
"11324/537.3260mz/14.55min",0.84648,0.76571,0.85704,0.84153,0.82895,0.83673,0.8323,0.83135
"11873/222.1488mz/15.51min",0.84579,0.77284,0.75763,0.75971,0.75971,0.75739,0.74381,0.73638
"6340/87.0805mz/9.05min",0.84565,0.71472,0.67226,0.66723,0.66486,0.65648,0.64487,0.64147
"11502/807.3435mz/14.86min",0.84476,0.70022,0.6655,0.66888,0.65732,0.64785,0.64822,0.64019
"4399/251.1387mz/3.77min",0.84438,0.79176,0.91278,0.93174,0.99736,0.98148,0.99677,0.98655
"8302/217.1585mz/11.31min",0.84357,1.3139,1.241,1.217,1.1957,1.1759,1.1549,1.1397
"5253/538.1268mz/6.11min",0.84313,0.73014,0.86982,0.88594,0.88302,0.87068,0.85567,0.85321
"7416/306.0641mz/10.32min",0.84293,0.67734,0.64839,0.64052,0.62941,0.66516,0.66049,0.65348
"9416/331.1537mz/12.45min",0.84232,0.67562,0.66477,0.65528,0.64801,0.63932,0.67306,0.66753
"6056/354.0789mz/8.55min",0.8423,1.1348,1.0681,1.0634,1.0608,1.0528,1.0343,1.0458
"3627/175.0237mz/2.26min",0.84207,0.70731,0.66997,0.70661,0.7361,0.73755,0.7382,0.72842
"12828/411.1130mz/16.75min",0.84144,0.78945,0.75778,0.74523,0.74372,0.74143,0.74022,0.73039
"6754/263.1392mz/9.61min",0.84123,0.78748,0.86821,0.85165,0.86387,0.85166,0.87835,0.86817
"10931/499.2170mz/14.03min",0.84102,1.2999,1.2482,1.231,1.2104,1.1909,1.1692,1.1536
"6306/216.0866mz/8.99min",0.84024,0.86303,0.81378,0.79822,0.80837,0.83473,0.8739,0.86777
"1895/290.0760mz/1.51min",0.84022,1.2217,1.2661,1.476,1.4502,1.4335,1.4364,1.4173
"6617/284.0585mz/9.46min",0.83994,0.74249,0.70029,0.69842,0.68825,0.6773,0.66805,0.65938
"14740/187.0600mz/21.73min",0.8386,0.67226,0.63201,0.63163,0.66639,0.65544,0.64363,0.66842
"5773/538.1270mz/8.00min",0.83812,0.69558,0.88792,0.89933,0.96061,0.94762,0.93657,0.92436
"6286/367.1862mz/8.93min",0.83754,0.6994,1.2083,1.1939,1.2229,1.2432,1.2589,1.2536
"3628/147.0288mz/2.25min",0.83709,0.68583,0.65085,0.682,0.69597,0.70099,0.69906,0.69027
"11570/369.0942mz/14.96min",0.83684,0.75541,0.71064,0.69793,0.6991,0.69001,0.67748,0.67046
"2280/802.3177mz/1.65min",0.83679,0.8382,0.8197,0.80385,0.79327,0.7808,0.76719,0.75707
"14964/401.2530mz/22.61min",0.83631,0.73739,0.69683,0.68944,0.68683,0.68114,0.67517,0.77352
"2814/783.2153mz/1.86min",0.83625,0.68904,0.6526,0.64044,0.63347,0.67861,0.68365,0.68617
"4390/247.1287mz/3.70min",0.83578,0.69502,0.67093,0.65936,0.64951,0.71438,0.74154,0.74258
"3639/193.0342mz/2.28min",0.83562,0.72343,0.68267,0.71806,0.76412,0.77125,0.77402,0.76814
"11681/325.1125mz/15.15min",0.83553,0.82449,0.79227,0.79183,0.78085,0.76949,0.77011,0.75996
"14677/799.4577mz/21.70min",0.83551,0.73962,0.7623,0.74769,0.73464,0.7703,0.76781,0.7609
"8202/330.1549mz/11.18min",0.83522,1.4287,1.4228,1.4025,1.3807,1.3577,1.3352,1.3175
"14651/664.3024mz/21.69min",0.83504,0.67129,0.63783,0.62664,0.63432,0.63331,0.62521,0.61701
"15823/295.1537mz/26.25min",0.83503,1.0753,1.0328,1.0222,1.0057,1.0096,1.013,1
"11968/625.2542mz/15.61min",0.83465,1.2185,1.1585,1.1365,1.1585,1.1398,1.1737,1.16
"15586/201.1638mz/24.40min",0.83464,1.7637,1.7291,1.7018,1.6943,1.6693,1.6441,1.6226
"4169/131.0492mz/3.34min",0.83356,0.69232,0.71409,0.70226,0.69308,0.70978,0.73459,0.72676
"11105/913.4051mz/14.23min",0.83316,0.71884,0.75666,0.75043,0.73759,0.73356,0.72373,0.71411
"8561/202.1802mz/11.60min",0.83268,1.0053,0.95735,0.94079,0.93247,0.92379,0.90684,0.89535
"7694/624.2506mz/10.55min",0.83222,0.97107,0.9131,0.95969,0.94455,0.98423,0.96676,0.96592
"2283/460.2022mz/1.66min",0.83196,0.79668,0.76465,0.74987,0.73957,0.72887,0.71672,0.70738
"11432/357.2635mz/14.73min",0.83115,0.69873,0.91908,0.90144,1.2277,1.2084,1.201,1.237
"15567/201.1637mz/24.29min",0.83048,1.681,1.6293,1.6069,1.6348,1.6085,1.5916,1.5725
"18346/130.1590mz/29.75min",0.82963,0.70136,0.73225,0.71811,0.72185,0.71017,0.70173,0.71431
"14738/665.8043mz/21.72min",0.82916,0.69325,0.69854,0.69758,0.68596,0.70141,0.69396,0.69321
"14301/595.3319mz/20.37min",0.829,0.70125,0.65967,0.64829,0.64053,0.65022,0.64594,0.65935
"3385/165.0546mz/2.21min",0.82883,0.87909,0.83556,0.82127,0.8069,0.80661,0.79279,0.78264
"15115/415.2688mz/22.92min",0.82825,0.66539,0.69514,0.70334,0.79249,0.81281,0.84311,0.85251
"13913/291.1952mz/18.41min",0.82708,0.70851,0.72271,0.76573,0.79909,0.8359,0.82419,0.84478
"11703/325.1126mz/15.16min",0.8268,1.0523,0.99405,0.9749,0.95785,0.95279,0.93582,0.92899
"3833/325.2384mz/2.59min",0.82672,1.2655,1.3251,1.3312,1.3159,1.3273,1.3128,1.302
"15296/271.1538mz/23.55min",0.82576,0.93812,0.89925,0.90955,0.89511,0.89333,0.87881,0.86712
"12363/477.1390mz/16.06min",0.82562,0.70186,0.75572,0.80812,0.79468,0.7812,0.76728,0.76427
"10822/397.2217mz/13.93min",0.82557,1.1412,1.1116,1.09,1.0755,1.0602,1.0429,1.0295
"15609/403.2800mz/24.59min",0.82555,0.75739,0.82513,0.82213,0.80979,0.8497,0.87244,0.86102
"13192/500.2852mz/17.26min",0.82552,0.8426,0.7991,0.78743,0.78865,0.77839,0.76811,0.77843
"4431/251.1388mz/3.82min",0.82483,0.76376,0.882,0.89909,1.0588,1.0899,1.1194,1.1153
"5520/220.0636mz/6.93min",0.82468,0.67206,0.63323,0.62594,0.62757,0.62964,0.62086,0.61964
"13964/513.1516mz/18.64min",0.82313,0.77157,0.85571,0.84236,0.83345,0.83342,0.823,0.81343
"2293/118.0862mz/1.66min",0.82202,0.79718,0.81334,0.79757,0.79355,0.79334,0.77899,0.77065
"5806/608.0885mz/8.12min",0.82183,0.73503,1.1658,1.1576,1.1611,1.1441,1.1461,1.1331
"13258/589.3214mz/17.38min",0.82068,0.72941,0.99946,0.98012,1.1523,1.1496,1.1394,1.1265
"12724/249.0604mz/16.54min",0.81839,1.0672,1.004,0.98666,0.96939,0.95381,0.94798,0.93676
"7376/281.1547mz/10.33min",0.81778,0.71483,0.70261,0.72283,0.72975,0.71738,0.70939,0.70249
"14417/633.2877mz/20.42min",0.81757,0.67901,0.63972,0.6277,0.61678,0.61224,0.60273,0.61139
"15474/271.1538mz/23.95min",0.81682,0.99457,0.95777,0.9481,0.9334,0.95529,0.93828,0.93933
"14717/983.9713mz/21.71min",0.81652,0.70546,0.6663,0.65708,0.67887,0.69482,0.68614,0.67702
"8213/406.2431mz/11.18min",0.81628,0.71999,0.79668,0.89209,0.88567,0.89337,0.88129,0.87988
"13522/105.0699mz/17.91min",0.81624,0.89647,0.91554,0.90804,0.94261,0.93458,0.92087,0.90944
"16107/843.3399mz/27.29min",0.81616,1.1812,1.1286,1.1067,1.0986,1.0803,1.0632,1.051
"9109/416.2098mz/12.12min",0.81591,1.2822,1.2061,1.1932,1.1845,1.1851,1.1642,1.1488
"15050/105.0699mz/22.82min",0.81497,1.3277,1.3097,1.2852,1.2699,1.2542,1.2346,1.2196
"10972/556.2316mz/14.06min",0.81456,1.6208,1.6946,1.6794,1.6502,1.6247,1.6016,1.5905
"7082/639.8234mz/10.00min",0.81241,0.82721,0.78594,0.78924,0.77991,0.77227,0.81617,0.8056
"14734/666.3026mz/21.71min",0.81196,0.66051,0.62473,0.61264,0.67705,0.67656,0.71076,0.71343
"15297/494.3323mz/23.56min",0.81057,1.1568,1.0878,1.0797,1.1038,1.0857,1.1044,1.0977
"12838/593.1497mz/16.78min",0.80914,0.91543,0.87064,0.85912,0.84464,0.8381,0.91514,0.91109
"9520/199.1481mz/12.53min",0.80871,1.1413,1.081,1.0607,1.0448,1.0273,1.0122,0.99937
"14407/253.1433mz/20.40min",0.80859,0.6589,0.62023,0.63648,0.62938,0.61871,0.61482,0.61102
"14448/194.1175mz/20.62min",0.80783,0.66294,0.66092,0.68146,0.68325,0.68036,0.66872,0.71171
"1741/243.1834mz/1.46min",0.80771,0.71128,0.69007,0.68188,0.75065,0.76943,0.75596,0.74592
"11455/303.1227mz/14.76min",0.80577,0.84003,0.81417,0.93925,0.92547,0.95299,0.97334,0.96172
"15034/159.1168mz/22.82min",0.80543,1.3647,1.3318,1.3065,1.2984,1.2792,1.2607,1.244
"3147/139.0502mz/2.11min",0.80528,0.72544,0.71679,0.71015,0.76912,0.79281,0.78681,0.77774
"7042/738.3171mz/9.94min",0.80446,0.74283,0.9853,0.97922,0.96208,0.96849,0.97896,0.9677
"12847/217.1585mz/16.78min",0.80423,1.5176,1.4783,1.45,1.4347,1.4127,1.3869,1.3697
"14763/187.0600mz/21.74min",0.80358,0.64482,0.60748,0.59698,0.58727,0.67352,0.67796,0.67452
"7091/639.3220mz/10.00min",0.80214,0.82788,0.78216,0.78802,0.77856,0.76782,0.79894,0.78845
"14938/353.2682mz/22.48min",0.80213,1.0137,1.2567,1.2376,1.2293,1.211,1.2093,1.2078
"8750/200.0917mz/11.83min",0.80138,1.0307,1.044,1.0262,1.0194,1.0079,0.99322,0.98083
"14254/317.1433mz/20.35min",0.80128,0.64426,0.62156,0.60994,0.60122,0.61905,0.60769,0.60306
"4457/203.0548mz/3.96min",0.80015,0.64112,0.89659,0.87921,0.88126,0.86977,0.86459,0.85625
"9350/387.1435mz/12.38min",0.79976,0.64228,0.604,0.60727,0.59696,0.59207,0.5913,0.61479
"8129/454.0191mz/11.08min",0.79971,0.6421,0.62625,0.62444,0.62398,0.6137,0.60337,0.59584
"8524/330.1338mz/11.56min",0.7988,1.5149,1.4359,1.4082,1.3844,1.3834,1.3832,1.3737
"14239/633.2877mz/20.33min",0.79875,0.67334,0.63718,0.62706,0.61615,0.61529,0.61904,0.62727
"4550/355.1019mz/4.19min",0.79818,0.69535,0.75115,0.74331,0.73424,0.76247,0.79222,0.82559
"4400/203.0548mz/3.82min",0.79815,0.63953,0.68589,0.70286,0.692,0.6908,0.67831,0.67741
"9144/445.1338mz/12.13min",0.79749,1.059,1.1021,1.1296,1.1156,1.0967,1.0775,1.0633
"9293/488.1549mz/12.32min",0.79707,0.70531,0.71066,0.69748,0.6909,0.68183,0.66936,0.6985
"7555/560.2633mz/10.45min",0.79672,1.2009,1.1729,1.1503,1.1454,1.1268,1.1116,1.0977
"10825/497.1131mz/13.85min",0.79642,0.76389,0.8563,0.85129,0.83641,0.82503,0.81238,0.82627
"3033/358.1791mz/2.04min",0.79642,0.63903,0.6049,0.6112,0.60906,0.6167,0.64075,0.63667
"15043/302.1807mz/22.82min",0.79614,1.5485,1.6621,1.63,1.6269,1.5993,1.5755,1.5574
"5268/286.1396mz/6.07min",0.79573,0.75283,0.83739,0.82121,0.80685,0.80826,0.79367,0.80328
"11464/528.2224mz/14.79min",0.79527,0.81885,0.7796,0.80537,0.79133,0.79786,0.78921,0.77918
"11092/325.1124mz/14.28min",0.79525,1.1629,1.1027,1.0979,1.1018,1.1541,1.135,1.1218
"7048/743.2725mz/9.95min",0.79469,0.81192,0.98267,0.97189,0.95492,0.94158,0.93462,0.92265
"3376/182.0811mz/2.21min",0.79465,0.88965,0.84721,0.83366,0.81919,0.8242,0.80962,0.79958
"5712/194.1175mz/7.86min",0.79322,0.67217,0.65661,0.64543,0.64082,0.63125,0.62017,0.61426
"8921/81.0336mz/11.97min",0.79283,0.72962,0.69758,0.68646,0.67977,0.6718,0.66081,0.65204
"5228/328.1388mz/6.00min",0.79281,0.8996,1.3174,1.4537,1.4434,1.4286,1.4201,1.4042
"15414/415.2688mz/23.86min",0.79272,0.91948,0.88149,0.91781,0.90174,0.93667,0.94348,0.97048
"15377/271.1539mz/23.82min",0.79221,0.90718,0.88555,0.88555,0.87768,0.88934,0.87352,0.88045
"3922/132.0807mz/2.86min",0.79212,0.71519,0.67771,0.6695,0.67502,0.68392,0.67626,0.67161
"9143/496.1633mz/12.20min",0.79172,0.66563,0.63663,0.67547,0.66445,0.66103,0.67743,0.67592
"5998/287.1235mz/8.43min",0.79076,0.81319,0.84953,0.83412,0.82067,0.81465,0.8005,0.79042
"6581/281.1554mz/9.43min",0.79045,0.64259,0.64404,0.65278,0.65764,0.6468,0.75183,0.8012
"4541/59.0131mz/4.10min",0.79002,0.65409,0.68844,0.67746,0.66603,0.66911,0.65685,0.74264
"6126/371.0734mz/8.68min",0.7888,0.84791,0.90531,0.8891,0.87356,0.86347,0.86066,0.84942
"9177/549.1711mz/12.18min",0.7884,0.65341,0.68427,0.67501,0.66658,0.67179,0.67245,0.6703
"14615/387.2374mz/21.54min",0.78779,0.63388,0.64276,0.6567,0.64545,0.63892,0.63211,0.62788
"11437/609.1809mz/14.75min",0.78746,0.64587,0.65369,0.65951,0.65888,0.66062,0.65891,0.65479
"8453/480.1682mz/11.43min",0.78727,0.63113,0.59861,0.59814,0.59464,0.62156,0.61141,0.62123
"9018/247.1011mz/12.06min",0.78634,0.63469,0.77072,0.75731,0.74625,0.80028,0.7902,0.80068
"1683/64.0161mz/1.40min",0.78611,0.63996,0.64704,0.67297,0.67668,0.68111,0.69604,0.69728
"12304/477.2095mz/15.93min",0.78598,0.69402,0.663,0.65022,0.63994,0.63061,0.62401,0.63549
"7806/386.1445mz/10.68min",0.78578,0.67746,0.64067,0.64122,0.63024,0.61996,0.61571,0.60778
"4017/744.0818mz/3.10min",0.78566,0.67411,0.97808,1.0045,0.98937,0.98106,0.97296,0.96008
"5954/229.1546mz/8.34min",0.78546,0.62944,0.6015,0.59146,0.67918,0.66921,0.70054,0.69447
"15248/271.1538mz/23.54min",0.78523,0.83853,0.82599,0.82517,0.81755,0.81813,0.80313,0.79643
"4066/744.0816mz/3.13min",0.78494,0.73213,0.76947,0.76951,0.79018,0.79567,0.80557,0.79535
"11822/499.1808mz/15.34min",0.78469,1.0742,1.3429,1.3173,1.3031,1.2914,1.2783,1.3072
"14120/485.2740mz/19.45min",0.78423,1.2999,1.3421,1.3367,1.3197,1.3003,1.3313,1.3149
"14749/665.3031mz/21.73min",0.78418,0.63025,0.59249,0.58282,0.57578,0.57738,0.56698,0.56202
"11190/414.2304mz/14.37min",0.78406,0.62929,0.60719,0.62,0.61283,0.60411,0.59327,0.59508
"4120/105.0698mz/3.25min",0.78358,0.6305,0.64222,0.64058,0.64247,0.65944,0.67455,0.6697
"14364/317.1433mz/20.39min",0.7829,0.62806,0.60173,0.62623,0.61542,0.61029,0.62714,0.62975
"9627/475.2169mz/12.66min",0.78266,0.65856,0.66339,0.67536,0.66682,0.67627,0.66462,0.65622
"15355/201.1637mz/23.69min",0.78261,1.5543,1.5704,1.5408,1.5251,1.5143,1.4963,1.4765
"14235/325.1295mz/20.32min",0.78218,0.66846,0.63428,0.6464,0.63633,0.62638,0.63492,0.65747
"9892/841.3488mz/12.90min",0.78137,0.90293,0.89404,0.89405,0.88954,0.91947,0.92142,0.91251
"5598/355.1020mz/7.30min",0.78079,0.63268,0.62615,0.61825,0.63025,0.62255,0.68717,0.6971
"9691/608.1969mz/12.72min",0.78049,1.0177,0.97364,0.95476,0.9435,0.92777,0.91154,0.90254
"9500/447.2011mz/12.53min",0.77939,1.2575,1.1865,1.1719,1.1515,1.1322,1.1114,1.0978
"8910/127.0389mz/11.96min",0.77903,0.67105,0.64999,0.63773,0.62819,0.62313,0.61309,0.60529
"15616/403.2800mz/24.68min",0.7786,0.69994,0.86963,0.86704,0.8527,0.88157,0.87236,0.86763
"5229/286.1396mz/6.00min",0.77851,0.77033,0.77941,0.7643,0.75893,0.7746,0.77552,0.76648
"10945/387.1435mz/14.04min",0.77831,0.85924,0.80856,0.842,0.82819,0.84812,0.86835,0.88568
"14400/233.1898mz/20.50min",0.77821,0.73302,0.78275,0.7696,0.7637,0.79175,0.77794,0.77191
"2365/132.0807mz/1.70min",0.77723,0.77952,0.8134,0.83044,0.8205,0.81131,0.83337,0.82858
"8103/673.1969mz/11.06min",0.77687,0.66046,0.705,0.76061,0.76523,0.75357,0.74191,0.7349
"3460/105.0698mz/2.21min",0.77665,0.63179,0.59779,0.58771,0.60473,0.60435,0.59582,0.59123
"9438/369.1178mz/12.47min",0.77553,0.62855,0.62836,0.64745,0.63612,0.6314,0.6399,0.63403
"14083/235.1692mz/19.38min",0.77496,1.6287,1.5904,1.5625,1.5447,1.5203,1.4939,1.4742
"11480/542.2530mz/14.82min",0.77473,1.6029,1.6558,1.6499,1.6225,1.5973,1.6274,1.6072
"12245/357.1904mz/15.95min",0.77449,1.2181,1.1907,1.1733,1.1546,1.1376,1.1182,1.1034
"11321/420.1967mz/14.56min",0.77356,0.65499,0.6349,0.63759,0.7602,0.74987,0.80807,0.79738
"9357/523.2275mz/12.39min",0.77338,1.1767,1.2212,1.2313,1.2112,1.224,1.2081,1.2002
"9089/445.1338mz/12.12min",0.7732,1.0367,1.0391,1.0562,1.0377,1.0201,1.0218,1.01
"20903/342.0031mz/35.73min",0.77204,0.67779,1.2188,1.323,1.301,1.2789,1.5036,1.4906
"18535/130.1590mz/30.20min",0.77198,0.65688,0.76752,0.7674,0.75401,0.74132,0.73844,0.7313
"3889/372.5448mz/2.81min",0.77083,0.71142,0.92308,0.95003,0.98417,0.97424,0.98382,0.99316
"3801/251.1388mz/2.41min",0.77043,0.8228,0.85363,0.84749,0.8591,0.86044,0.86406,0.85272
"12229/831.4574mz/15.92min",0.76989,1.2307,1.157,1.1355,1.1234,1.1051,1.0946,1.0821
"11459/510.2118mz/14.78min",0.76951,0.86453,0.81732,0.86038,0.84539,0.84064,0.83098,0.82781
"13896/823.3706mz/18.39min",0.76888,0.62162,0.66777,0.65557,0.65776,0.66265,0.65152,0.6582
"13263/633.3112mz/17.41min",0.76853,0.6171,0.7305,0.78057,0.78574,0.77507,0.76183,0.75401
"15565/403.2800mz/24.31min",0.76797,0.66331,0.75084,0.75198,0.73896,0.72808,0.742,0.73254
"8647/231.1702mz/11.71min",0.76734,0.70357,0.74689,0.73539,0.72254,0.71747,0.7177,0.71024
"11071/539.3418mz/14.20min",0.76696,0.72921,0.6888,0.67658,0.66555,0.68199,0.6707,0.67461
"9032/508.1604mz/12.07min",0.76652,0.66557,0.76594,0.78068,0.79884,0.79294,0.78077,0.7706
"15214/267.1717mz/23.35min",0.76602,0.9083,0.87333,0.86074,0.872,0.88182,0.96748,0.95507
"9561/287.0524mz/12.57min",0.76574,0.65272,0.62378,0.61296,0.61194,0.60159,0.59136,0.58837
"10502/105.0699mz/13.58min",0.76432,0.65125,0.61399,0.61052,0.60001,0.59238,0.61482,0.60852
"11904/540.2372mz/15.56min",0.76411,1.5552,1.5032,1.4741,1.451,1.4269,1.4017,1.3835
"12474/249.0604mz/16.25min",0.76366,1.1036,1.0415,1.0216,1.004,0.9879,0.96988,0.97342
"6053/613.1871mz/8.54min",0.76345,0.80581,0.92571,1.0084,1.0292,1.0123,1.0399,1.0268
"10028/533.3217mz/13.07min",0.76335,0.63761,0.60166,0.6138,0.60719,0.59695,0.58602,0.57936
"15104/317.1512mz/22.83min",0.76329,1.311,1.2968,1.2745,1.2653,1.2458,1.2259,1.2101
"10327/365.1591mz/13.42min",0.76325,0.61962,0.60425,0.61861,0.61159,0.62239,0.61753,0.61452
"9501/465.2115mz/12.52min",0.76324,1.1231,1.0603,1.0444,1.0267,1.0094,0.99122,0.97814
"3192/252.0535mz/2.20min",0.76282,0.61847,0.60399,0.6188,0.61345,0.61271,0.61509,0.61168
"12691/105.0699mz/16.52min",0.76187,0.65274,0.64376,0.6785,0.66669,0.65664,0.64524,0.64519
"12511/803.3155mz/16.26min",0.76117,1.164,1.1112,1.0903,1.0729,1.0667,1.0519,1.0386
"12640/435.3103mz/16.43min",0.76084,1.6659,1.83,1.812,1.7834,1.7699,1.7441,1.7296
"3350/284.0987mz/2.20min",0.75887,0.66237,0.62404,0.63225,0.64649,0.63611,0.6245,0.61703
"20804/342.0028mz/35.26min",0.75861,0.60894,1.0837,1.3261,1.3039,1.2844,1.3794,1.3666
"10253/410.2094mz/13.34min",0.75847,0.60862,0.64814,0.6357,0.65471,0.68323,0.82632,0.81762
"12607/563.3572mz/16.43min",0.75829,1.6091,1.8011,1.7811,1.75,1.7301,1.7026,1.68
"15457/450.3059mz/23.91min",0.75733,0.82636,0.89891,0.92206,0.90867,0.90701,0.89383,0.89971
"3456/77.0387mz/2.21min",0.75716,0.61181,0.57528,0.56516,0.57626,0.57942,0.57702,0.5717
"8735/191.0702mz/11.82min",0.756,0.64608,0.65878,0.64834,0.64864,0.63846,0.6272,0.61886
"5595/355.1020mz/7.28min",0.75582,0.61559,0.57872,0.57121,0.56856,0.55982,0.55086,0.54541
"7483/443.2974mz/10.38min",0.75573,0.62997,0.59347,0.59037,0.58673,0.58358,0.57298,0.56728
"11095/502.2644mz/14.22min",0.75565,0.67739,0.76786,0.75834,0.74559,0.76477,0.75744,0.78277
"3610/466.1124mz/2.27min",0.75564,0.61881,0.67437,0.79676,0.8056,0.8125,0.81804,0.80945
"7047/399.1050mz/9.95min",0.75552,0.64746,0.64551,0.63922,0.63128,0.62761,0.63449,0.63203
"15415/450.3059mz/23.87min",0.75534,0.96181,0.92302,0.91543,0.9064,0.90106,0.88618,0.87447
"6583/265.1179mz/9.43min",0.75482,1.858,1.7524,1.7229,1.695,1.7628,1.7778,1.7546
"15578/403.2800mz/24.33min",0.75442,0.64365,0.7117,0.70358,0.74168,0.85027,0.84945,0.84223
"16715/130.1590mz/28.23min",0.75435,0.61453,0.63634,0.63452,0.69809,0.69258,0.69914,0.69507
"18681/130.1591mz/30.62min",0.7543,0.60523,0.64971,0.64407,0.63328,0.62315,0.61462,0.6065
"11964/467.2144mz/15.63min",0.75406,0.75461,0.73372,0.72101,0.7675,0.827,0.88259,0.9093
"12418/105.0182mz/16.18min",0.75382,1.13,1.0623,1.0468,1.03,1.0134,1.0184,1.0092
"5745/194.1175mz/7.96min",0.75378,0.61303,0.57707,0.57538,0.59559,0.62045,0.60911,0.6171
"7220/171.1492mz/10.13min",0.75369,0.64042,0.61887,0.60997,0.61538,0.60948,0.59972,0.59175
"5973/132.0808mz/8.38min",0.75351,0.88808,1.0027,1.0164,1.0015,0.98694,0.9722,0.95961
"6444/291.1735mz/9.23min",0.75328,0.61703,0.6334,0.63742,0.62736,0.61721,0.6075,0.59966
"12725/260.1492mz/16.54min",0.75237,0.64121,0.81299,0.79936,0.78594,0.77445,0.77668,0.77508
"9189/496.1633mz/12.20min",0.7516,0.72565,0.68276,0.73537,0.72256,0.71761,0.72408,0.71482
"12415/81.0336mz/16.19min",0.75146,1.061,1.0372,1.0171,1.0004,0.98798,0.9729,0.96728
"6287/229.5999mz/8.95min",0.75107,0.68648,0.64654,0.63482,0.62392,0.62017,0.63618,0.6547
"10251/729.2746mz/13.32min",0.75065,0.63105,0.62908,0.63847,0.63303,0.62502,0.61573,0.60898
"4764/251.1389mz/4.76min",0.75058,1.1007,1.1827,1.1627,1.253,1.2739,1.2581,1.2494
"7226/200.1281mz/10.14min",0.75049,0.6455,0.62412,0.61525,0.61692,0.61016,0.60078,0.59281
"1668/112.8956mz/1.41min",0.75044,0.62696,0.60939,0.59774,0.60985,0.59977,0.58883,0.58268
"4942/203.0547mz/5.16min",0.75002,0.6074,0.57451,0.63067,0.78824,0.78557,0.80252,0.79972
"5436/538.1268mz/6.65min",0.74926,0.60345,0.65616,0.66392,0.6528,0.80179,0.79645,0.78592
"11090/495.1622mz/14.23min",0.74903,0.60216,0.57922,0.57249,0.56895,0.56005,0.55007,0.54802
"14342/326.1298mz/20.38min",0.74899,0.61232,0.60291,0.60167,0.59121,0.58119,0.57375,0.5675
"14762/682.4004mz/21.74min",0.7489,0.62004,0.65012,0.63903,0.62822,0.64833,0.67,0.68475
"5555/355.1020mz/7.13min",0.74848,0.61983,0.59619,0.60053,0.59658,0.6842,0.69779,0.73657
"6145/139.0390mz/8.71min",0.74832,0.91956,0.87739,0.86306,0.84804,0.83513,0.82132,0.81063
"3436/268.1038mz/2.21min",0.74768,0.68046,0.64878,0.63656,0.62636,0.61644,0.60802,0.59998
"3914/605.0162mz/2.81min",0.74755,0.74288,0.69848,0.84836,0.83378,0.83538,0.83236,0.86919
"11804/241.1798mz/15.32min",0.74522,1.1696,1.1677,1.1518,1.1434,1.1258,1.1767,1.1611
"8207/377.1452mz/11.18min",0.74519,0.70072,0.66063,0.65482,0.64392,0.6486,0.65717,0.65528
"13138/635.3266mz/17.09min",0.74478,0.61555,0.64894,0.65886,0.65112,0.64028,0.63234,0.62494
"8902/231.0498mz/11.96min",0.74413,0.68621,0.66452,0.65214,0.64243,0.63412,0.62479,0.61662
